SITEID,STARTDATE,ENDDATE,PBM,GOM,GEM,Valid_gem,gemValPct
NY20,1/1/2009 3:40,1/1/2009 5:40,-9,-9,-9,0,0
NY20,1/1/2009 6:40,1/1/2009 8:40,9.866,0.317,1.306,22,100
NY20,1/1/2009 10:20,1/1/2009 12:20,10.018,0.364,1.312,22,100
NY20,1/1/2009 13:20,1/1/2009 15:20,12.813,0.335,1.286,22,100
NY20,1/1/2009 16:20,1/1/2009 18:20,14.013,0.591,1.306,22,100
NY20,1/1/2009 19:20,1/1/2009 21:20,11.982,0.388,1.359,22,100
NY20,1/1/2009 22:20,1/2/2009 0:20,11.537,0.378,1.378,22,100
NY20,1/2/2009 1:20,1/2/2009 3:20,11.823,0.31,1.363,22,100
NY20,1/2/2009 4:20,1/2/2009 6:20,11.494,0.431,1.323,22,100
NY20,1/2/2009 7:20,1/2/2009 9:20,6.397,0.313,1.341,22,100
NY20,1/2/2009 11:00,1/2/2009 13:00,7.548,0.381,1.355,22,100
NY20,1/2/2009 14:00,1/2/2009 16:00,3.839,0.388,1.387,22,100
NY20,1/2/2009 17:00,1/2/2009 17:50,-9,-9,1.396,8,100
NY20,1/2/2009 20:05,1/2/2009 22:05,-9,-9,1.53,22,100
NY20,1/2/2009 23:05,1/3/2009 1:05,1.642,0.895,1.503,22,100
NY20,1/3/2009 2:05,1/3/2009 4:05,1.101,0.483,1.472,22,100
NY20,1/3/2009 5:05,1/3/2009 7:05,1.702,1.207,1.485,22,100
NY20,1/3/2009 8:05,1/3/2009 10:05,1.379,0.835,1.526,22,100
NY20,1/3/2009 12:45,1/3/2009 16:55,-9,-9,1.503,41,82
NY20,1/3/2009 17:55,1/3/2009 21:45,-9,-9,1.47,36,81
NY20,1/4/2009 0:05,1/4/2009 4:15,-9,-9,1.435,43,86
NY20,1/4/2009 5:15,1/4/2009 7:15,-9,-9,1.388,22,100
NY20,1/4/2009 14:05,1/4/2009 16:25,-9,-9,1.454,19,67
NY20,1/4/2009 19:10,1/4/2009 21:10,-9,-9,1.404,22,100
NY20,1/5/2009 4:55,1/5/2009 6:55,5.749,-9,1.416,22,100
NY20,1/5/2009 8:35,1/5/2009 10:35,4.042,0.409,1.509,22,100
NY20,1/5/2009 11:35,1/5/2009 13:35,3.669,0.427,1.563,22,100
NY20,1/5/2009 14:35,1/5/2009 16:35,2.728,0.509,1.574,22,100
NY20,1/5/2009 17:35,1/5/2009 19:35,3.236,0.385,1.554,22,100
NY20,1/5/2009 20:35,1/5/2009 22:35,6.584,0.467,1.503,22,100
NY20,1/5/2009 23:35,1/6/2009 1:35,8.017,0.362,1.487,22,100
NY20,1/6/2009 2:35,1/6/2009 4:35,11.262,-9,1.463,22,100
NY20,1/6/2009 5:25,1/6/2009 8:35,-9,-9,1.473,32,88
NY20,1/6/2009 9:35,1/6/2009 11:35,-9,-9,1.43,22,100
NY20,1/6/2009 13:15,1/6/2009 16:20,-9,-9,1.494,26,74
NY20,1/6/2009 17:20,1/6/2009 19:20,-9,-9,1.515,22,100
NY20,1/6/2009 20:20,1/6/2009 23:05,-9,-9,1.532,25,80
NY20,1/7/2009 0:05,1/7/2009 2:05,-9,-9,1.474,22,100
NY20,1/7/2009 3:05,1/7/2009 5:05,8.671,0.37,1.47,22,100
NY20,1/7/2009 6:05,1/7/2009 8:05,9.068,0.496,1.508,22,100
NY20,1/7/2009 9:05,1/7/2009 11:05,7.942,0.419,1.476,22,100
NY20,1/7/2009 12:05,1/7/2009 14:05,6.779,0.365,1.467,22,100
NY20,1/7/2009 15:40,1/7/2009 17:40,3.926,0.51,1.502,22,100
NY20,1/7/2009 18:40,1/7/2009 20:40,2.212,0.41,1.51,22,100
NY20,1/7/2009 21:40,1/7/2009 23:40,1.134,0.293,1.508,22,100
NY20,1/8/2009 0:40,1/8/2009 2:40,0.774,0.151,1.515,22,100
NY20,1/8/2009 3:40,1/8/2009 5:40,0.574,0.429,1.669,22,100
NY20,1/8/2009 6:40,1/8/2009 8:40,0.959,0,1.629,22,100
NY20,1/8/2009 9:40,1/8/2009 11:40,2.78,0.489,1.572,22,100
NY20,1/8/2009 12:40,1/8/2009 14:40,5.336,0.373,1.466,22,100
NY20,1/8/2009 17:40,1/8/2009 21:55,-9,-9,1.479,39,76
NY20,1/8/2009 22:55,1/9/2009 0:55,-9,-9,1.427,22,100
NY20,1/9/2009 1:55,1/9/2009 3:55,14.323,0.391,1.433,22,100
NY20,1/9/2009 4:55,1/9/2009 6:55,17.147,0.411,1.424,22,100
NY20,1/9/2009 7:55,1/9/2009 9:55,25.003,0.709,1.397,22,100
NY20,1/9/2009 10:55,1/9/2009 12:55,25.456,0.317,1.384,22,100
NY20,1/9/2009 13:55,1/9/2009 15:55,28.051,0.691,1.388,22,100
NY20,1/9/2009 16:55,1/9/2009 18:55,27.479,1.241,1.407,22,100
NY20,1/9/2009 20:35,1/9/2009 22:35,27.059,0.869,1.415,22,100
NY20,1/9/2009 23:35,1/10/2009 1:35,22.41,0.377,1.378,22,100
NY20,1/10/2009 2:35,1/10/2009 4:35,24.816,0.407,1.354,22,100
NY20,1/10/2009 5:35,1/10/2009 7:35,31.625,0.386,1.316,22,100
NY20,1/10/2009 8:35,1/10/2009 10:35,34.281,0.526,1.255,22,100
NY20,1/10/2009 11:35,1/10/2009 13:35,31.85,0.506,1.224,22,100
NY20,1/10/2009 14:35,1/10/2009 16:35,28.687,0.695,1.292,22,100
NY20,1/10/2009 17:35,1/10/2009 19:35,37.464,1.894,1.357,22,100
NY20,1/10/2009 21:15,1/10/2009 23:15,28.583,1.369,1.405,22,100
NY20,1/11/2009 0:15,1/11/2009 2:15,22.326,1.191,1.398,22,100
NY20,1/11/2009 3:15,1/11/2009 5:15,19.867,1.001,1.41,22,100
NY20,1/11/2009 6:15,1/11/2009 8:15,14.607,0.65,1.436,22,100
NY20,1/11/2009 9:15,1/11/2009 11:15,15.534,0.991,1.422,22,100
NY20,1/11/2009 12:15,1/11/2009 14:15,13.985,0.409,1.413,22,100
NY20,1/11/2009 15:15,1/11/2009 17:15,13.454,0.68,1.432,22,100
NY20,1/11/2009 18:15,1/11/2009 20:15,14.311,0.54,1.455,22,100
NY20,1/11/2009 21:55,1/11/2009 23:55,14.71,0.519,1.441,22,100
NY20,1/12/2009 0:55,1/12/2009 2:55,14.687,0.463,1.437,22,100
NY20,1/12/2009 3:55,1/12/2009 5:55,15.147,0.245,1.461,22,100
NY20,1/12/2009 6:55,1/12/2009 8:55,17.054,0.385,1.498,22,100
NY20,1/12/2009 9:55,1/12/2009 11:55,15.351,0.331,1.456,22,100
NY20,1/12/2009 12:55,1/12/2009 14:55,14.156,0.27,1.436,22,100
NY20,1/12/2009 15:55,1/12/2009 17:55,11.823,0.527,1.475,22,100
NY20,1/12/2009 18:55,1/12/2009 20:55,12.922,0.982,1.472,22,100
NY20,1/12/2009 22:35,1/13/2009 0:35,10.157,0.631,1.452,22,100
NY20,1/13/2009 1:35,1/13/2009 3:35,8.358,0.212,1.398,22,100
NY20,1/13/2009 4:35,1/13/2009 6:35,7.692,0.063,1.387,22,100
NY20,1/13/2009 7:35,1/13/2009 9:35,7.955,0.229,1.437,22,100
NY20,1/13/2009 10:35,1/13/2009 12:35,8.996,0.544,1.456,22,100
NY20,1/13/2009 13:35,1/13/2009 15:35,6.765,0.82,1.504,22,100
NY20,1/13/2009 16:35,1/13/2009 18:35,6.731,1.486,1.595,22,100
NY20,1/13/2009 19:35,1/13/2009 21:35,6.654,2.085,1.656,22,100
NY20,1/13/2009 23:15,1/14/2009 1:15,6.61,2.165,1.73,22,100
NY20,1/14/2009 2:15,1/14/2009 4:15,4.043,1.528,1.643,22,100
NY20,1/14/2009 5:15,1/14/2009 7:15,10.396,0.551,1.373,22,100
NY20,1/14/2009 8:15,1/14/2009 10:15,14.416,0.415,1.325,22,100
NY20,1/14/2009 11:15,1/14/2009 13:15,25.702,0.48,1.227,22,100
NY20,1/14/2009 14:15,1/14/2009 16:15,32.697,0.617,1.2,22,100
NY20,1/14/2009 17:15,1/14/2009 19:15,39.408,1.256,1.178,22,100
NY20,1/14/2009 20:15,1/14/2009 22:15,36.138,1.271,1.258,22,100
NY20,1/14/2009 23:55,1/15/2009 1:55,32.545,1.048,1.245,22,100
NY20,1/15/2009 2:55,1/15/2009 4:55,25.444,0.691,1.236,22,100
NY20,1/15/2009 5:55,1/15/2009 7:55,21.053,0.467,1.178,22,100
NY20,1/15/2009 8:55,1/15/2009 10:55,24.397,0.569,1.12,22,100
NY20,1/15/2009 11:55,1/15/2009 13:55,24.518,0.267,1.029,22,100
NY20,1/15/2009 14:55,1/15/2009 16:55,15.959,0.651,1.003,22,100
NY20,1/15/2009 21:45,1/15/2009 23:45,-9,-9,1.678,22,100
NY20,1/16/2009 0:45,1/16/2009 2:45,13.835,2.159,1.493,22,100
NY20,1/16/2009 3:45,1/16/2009 5:45,19.362,1.561,1.433,22,100
NY20,1/16/2009 6:45,1/16/2009 8:45,21.03,1.561,1.4,22,100
NY20,1/16/2009 9:45,1/16/2009 11:45,25.937,1.579,1.377,22,100
NY20,1/16/2009 12:45,1/16/2009 14:45,13.94,1.005,1.368,22,100
NY20,1/16/2009 15:45,1/16/2009 17:45,7.328,1.56,1.43,22,100
NY20,1/16/2009 18:45,1/16/2009 20:45,8.407,2.338,1.518,22,100
NY20,1/16/2009 22:25,1/17/2009 0:25,8.674,2.034,1.477,22,100
NY20,1/17/2009 1:25,1/17/2009 3:25,11.679,1.671,1.442,22,100
NY20,1/17/2009 4:25,1/17/2009 6:25,11.413,1.126,1.428,22,100
NY20,1/17/2009 7:25,1/17/2009 9:25,12.372,1.096,1.435,22,100
NY20,1/17/2009 10:25,1/17/2009 12:25,9.763,1.313,1.422,22,100
NY20,1/17/2009 13:25,1/17/2009 15:25,6.699,0.604,1.419,22,100
NY20,1/17/2009 16:25,1/17/2009 18:25,7.872,2.414,1.514,22,100
NY20,1/17/2009 19:25,1/17/2009 21:25,7.679,2.842,1.528,22,100
NY20,1/17/2009 23:05,1/18/2009 1:05,7.744,1.508,1.5,22,100
NY20,1/18/2009 2:05,1/18/2009 4:05,8.341,1.282,1.479,22,100
NY20,1/18/2009 5:05,1/18/2009 7:05,4.978,2.663,1.514,22,100
NY20,1/18/2009 8:05,1/18/2009 10:05,5.559,3.501,1.54,22,100
NY20,1/18/2009 11:05,1/18/2009 13:05,7.602,4.259,1.537,22,100
NY20,1/18/2009 14:05,1/18/2009 16:05,6.482,4.38,1.537,22,100
NY20,1/18/2009 17:05,1/18/2009 19:05,4.785,3.248,1.513,22,100
NY20,1/18/2009 20:05,1/18/2009 22:05,4.988,5.764,1.513,22,100
NY20,1/18/2009 23:45,1/19/2009 1:45,5.03,5.405,1.519,22,100
NY20,1/19/2009 2:45,1/19/2009 4:45,6.814,4.218,1.495,22,100
NY20,1/19/2009 5:45,1/19/2009 7:45,6.911,3.209,1.498,22,100
NY20,1/19/2009 8:45,1/19/2009 10:45,6.129,2.127,1.473,22,100
NY20,1/19/2009 11:45,1/19/2009 13:45,5.906,1.996,1.474,22,100
NY20,1/19/2009 14:45,1/19/2009 16:45,6.963,2.86,1.522,22,100
NY20,1/19/2009 17:45,1/19/2009 19:45,4.223,3.194,1.577,22,100
NY20,1/19/2009 20:45,1/19/2009 22:45,4.587,3.413,1.573,22,100
NY20,1/20/2009 0:25,1/20/2009 2:25,4.569,2.182,1.58,22,100
NY20,1/20/2009 3:25,1/20/2009 5:25,6.091,1.97,1.578,22,100
NY20,1/20/2009 6:25,1/20/2009 8:25,6.842,1.297,1.558,22,100
NY20,1/20/2009 9:25,1/20/2009 11:25,6.159,1.126,1.56,22,100
NY20,1/20/2009 12:25,1/20/2009 14:25,4.182,1.331,1.515,22,100
NY20,1/20/2009 15:25,1/20/2009 17:25,3.637,1.444,1.526,22,100
NY20,1/20/2009 18:25,1/20/2009 20:25,3.367,1.501,1.523,22,100
NY20,1/20/2009 21:25,1/20/2009 23:25,3.65,1.208,1.501,22,100
NY20,1/21/2009 1:05,1/21/2009 3:05,3.985,0.734,1.479,22,100
NY20,1/21/2009 4:05,1/21/2009 6:05,5.462,0.87,1.444,22,100
NY20,1/21/2009 7:05,1/21/2009 9:05,5.424,0.777,1.425,22,100
NY20,1/21/2009 10:05,1/21/2009 12:05,5.584,0.751,1.433,22,100
NY20,1/21/2009 13:05,1/21/2009 15:05,4.922,0.846,1.437,22,100
NY20,1/21/2009 16:05,1/21/2009 18:05,6.51,1.892,1.456,22,100
NY20,1/21/2009 19:05,1/21/2009 21:05,4.469,2.008,1.483,22,100
NY20,1/21/2009 22:05,1/22/2009 0:05,4.308,1.864,1.517,22,100
NY20,1/22/2009 1:45,1/22/2009 3:45,4.976,2.384,1.525,22,100
NY20,1/22/2009 4:45,1/22/2009 6:45,7.543,3.872,1.528,22,100
NY20,1/22/2009 7:45,1/22/2009 9:45,6.63,3.563,1.537,22,100
NY20,1/22/2009 10:45,1/22/2009 12:45,6.484,2.801,1.561,22,100
NY20,1/22/2009 13:45,1/22/2009 15:45,5.844,2.605,1.565,22,100
NY20,1/22/2009 16:45,1/22/2009 18:45,5.436,3.241,1.596,22,100
NY20,1/22/2009 19:45,1/22/2009 21:45,4.554,3.277,1.608,22,100
NY20,1/22/2009 22:45,1/23/2009 0:45,2.86,3.179,1.549,22,100
NY20,1/23/2009 2:25,1/23/2009 4:25,1.601,1.729,1.496,22,100
NY20,1/23/2009 5:25,1/23/2009 7:25,1.251,1.343,1.481,22,100
NY20,1/23/2009 8:25,1/23/2009 10:25,1.395,1.769,1.503,22,100
NY20,1/23/2009 11:25,1/23/2009 13:25,3.584,2.428,1.564,22,100
NY20,1/23/2009 14:25,1/23/2009 16:25,7.177,3.863,1.568,22,100
NY20,1/23/2009 17:25,1/23/2009 19:25,9.738,4.567,1.592,22,100
NY20,1/23/2009 20:25,1/23/2009 22:25,10.485,5.362,1.627,22,100
NY20,1/23/2009 23:25,1/24/2009 1:25,8.53,5.275,1.63,22,100
NY20,1/24/2009 3:05,1/24/2009 5:05,7.811,5.414,1.68,22,100
NY20,1/24/2009 6:05,1/24/2009 8:05,2.167,2.615,1.512,22,100
NY20,1/24/2009 9:05,1/24/2009 11:05,1.904,1.226,1.482,22,100
NY20,1/24/2009 12:05,1/24/2009 14:05,2.942,0.637,1.423,22,100
NY20,1/24/2009 15:05,1/24/2009 17:05,4.42,1.006,1.402,22,100
NY20,1/24/2009 18:05,1/24/2009 20:05,6.548,2.394,1.398,22,100
NY20,1/24/2009 21:05,1/24/2009 23:05,8.597,2.505,1.398,22,100
NY20,1/25/2009 0:05,1/25/2009 2:05,7.889,1.538,1.395,22,100
NY20,1/25/2009 3:45,1/25/2009 5:45,8.475,1.058,1.369,22,100
NY20,1/25/2009 6:45,1/25/2009 8:45,9.468,0.691,1.334,22,100
NY20,1/25/2009 9:45,1/25/2009 11:45,5.275,0.666,1.348,22,100
NY20,1/25/2009 12:45,1/25/2009 14:45,5.375,0.365,1.333,22,100
NY20,1/25/2009 15:45,1/25/2009 17:45,5.219,2.015,1.458,22,100
NY20,1/25/2009 18:45,1/25/2009 20:45,5.706,2.647,1.47,22,100
NY20,1/25/2009 21:45,1/25/2009 23:45,4.969,2.891,1.481,22,100
NY20,1/26/2009 0:45,1/26/2009 2:45,4.659,3.063,1.494,22,100
NY20,1/26/2009 4:25,1/26/2009 6:25,4.933,1.984,1.478,22,100
NY20,1/26/2009 7:25,1/26/2009 9:25,4.771,0.802,1.437,22,100
NY20,1/26/2009 10:25,1/26/2009 12:25,4.876,0.442,1.411,22,100
NY20,1/26/2009 13:25,1/26/2009 15:25,5.733,0.509,1.402,22,100
NY20,1/26/2009 16:25,1/26/2009 18:25,5.502,1.873,1.456,22,100
NY20,1/26/2009 19:25,1/26/2009 21:25,8.763,3.443,1.544,22,100
NY20,1/26/2009 22:25,1/27/2009 0:25,8.847,2.6,1.564,22,100
NY20,1/27/2009 1:25,1/27/2009 3:25,8.138,2.472,1.511,22,100
NY20,1/27/2009 5:05,1/27/2009 7:05,6.635,2.655,1.501,22,100
NY20,1/27/2009 8:05,1/27/2009 10:05,5.184,1.541,1.451,22,100
NY20,1/27/2009 11:05,1/27/2009 13:05,5.293,1.121,1.437,22,100
NY20,1/27/2009 14:05,1/27/2009 16:05,5.607,0.878,1.458,22,100
NY20,1/27/2009 17:05,1/27/2009 19:05,4.135,2.089,1.479,22,100
NY20,1/27/2009 20:05,1/27/2009 22:05,5.67,3.036,1.442,22,100
NY20,1/27/2009 23:05,1/28/2009 1:05,3.16,1.181,1.427,22,100
NY20,1/28/2009 2:05,1/28/2009 4:05,3.397,0.546,1.403,22,100
NY20,1/28/2009 5:45,1/28/2009 7:45,4.204,0.786,1.432,22,100
NY20,1/28/2009 8:45,1/28/2009 10:45,6.758,1.91,1.461,22,100
NY20,1/28/2009 11:45,1/28/2009 13:45,5.706,2.227,1.467,22,100
NY20,1/28/2009 14:45,1/28/2009 16:45,4.168,1.612,1.453,22,100
NY20,1/28/2009 17:45,1/28/2009 19:45,3.538,2.381,1.462,22,100
NY20,1/28/2009 20:45,1/28/2009 22:45,2.03,2.952,1.479,22,100
NY20,1/28/2009 23:45,1/29/2009 1:45,1.948,3.966,1.506,22,100
NY20,1/29/2009 2:45,1/29/2009 4:45,2.692,2.812,1.523,22,100
NY20,1/29/2009 6:25,1/29/2009 8:25,5.661,1.472,1.544,22,100
NY20,1/29/2009 9:25,1/29/2009 11:25,3.861,1.345,1.482,22,100
NY20,1/29/2009 12:25,1/29/2009 14:25,3.342,0.802,1.489,22,100
NY20,1/29/2009 15:25,1/29/2009 17:25,3.21,1.691,1.51,22,100
NY20,1/29/2009 18:25,1/29/2009 20:25,3.396,2.866,1.527,22,100
NY20,1/29/2009 21:25,1/29/2009 23:25,5.581,3.773,1.556,22,100
NY20,1/30/2009 0:25,1/30/2009 2:25,6.818,2.032,1.529,22,100
NY20,1/30/2009 3:25,1/30/2009 5:25,6.999,2.352,1.533,22,100
NY20,1/30/2009 7:05,1/30/2009 9:05,5.699,1.979,1.55,22,100
NY20,1/30/2009 10:05,1/30/2009 12:05,5.534,2.328,1.549,22,100
NY20,1/30/2009 13:05,1/30/2009 15:05,4.234,2.586,1.601,22,100
NY20,1/30/2009 16:05,1/30/2009 18:05,3.373,3.642,1.613,22,100
NY20,1/30/2009 19:05,1/30/2009 21:05,2.29,3.576,1.597,22,100
NY20,1/30/2009 22:05,1/31/2009 0:05,3.009,4.095,1.568,22,100
NY20,1/31/2009 1:05,1/31/2009 3:05,5.289,1.9,1.54,22,100
NY20,1/31/2009 4:05,1/31/2009 6:05,6.915,1.767,1.537,22,100
NY20,1/31/2009 7:45,1/31/2009 9:45,2.068,0.58,1.473,22,100
NY20,1/31/2009 10:45,1/31/2009 12:45,2.963,0.584,1.415,22,100
NY20,1/31/2009 13:45,1/31/2009 15:45,3.204,0.63,1.402,22,100
NY20,1/31/2009 16:45,1/31/2009 18:45,3.108,1.835,1.417,22,100
NY20,1/31/2009 19:45,1/31/2009 21:45,4.968,2.095,1.41,22,100
NY20,1/31/2009 22:45,2/1/2009 0:45,3.329,1.176,1.428,22,100
NY20,2/1/2009 1:45,2/1/2009 3:45,3.008,0.608,1.414,22,100
NY20,2/1/2009 4:45,2/1/2009 6:45,1.863,0.818,1.424,22,100
NY20,2/1/2009 8:25,2/1/2009 10:25,2.135,1.257,1.432,22,100
NY20,2/1/2009 11:25,2/1/2009 13:25,2.815,2.173,1.447,22,100
NY20,2/1/2009 14:25,2/1/2009 16:25,4.387,4.597,1.519,22,100
NY20,2/1/2009 17:25,2/1/2009 19:25,6.262,4.982,1.555,22,100
NY20,2/1/2009 20:25,2/1/2009 22:25,7.154,6.387,1.758,22,100
NY20,2/1/2009 23:25,2/2/2009 1:25,5.735,3.732,1.563,22,100
NY20,2/2/2009 2:25,2/2/2009 4:25,3.718,1.752,1.487,22,100
NY20,2/2/2009 5:25,2/2/2009 7:25,3.307,1.537,1.487,22,100
NY20,2/2/2009 9:05,2/2/2009 11:05,2.991,0.962,1.466,22,100
NY20,2/2/2009 12:05,2/2/2009 14:05,3.361,1.084,1.446,22,100
NY20,2/2/2009 15:05,2/2/2009 17:05,2.777,1.661,1.549,22,100
NY20,2/2/2009 18:05,2/2/2009 20:05,2.902,2.378,1.512,22,100
NY20,2/2/2009 21:05,2/2/2009 23:05,3.135,2.009,1.518,22,100
NY20,2/3/2009 0:05,2/3/2009 2:05,2.668,1.228,1.495,22,100
NY20,2/3/2009 3:05,2/3/2009 5:05,2.667,0.992,1.471,22,100
NY20,2/3/2009 6:05,2/3/2009 8:05,2.422,0.425,1.435,22,100
NY20,2/3/2009 9:45,2/3/2009 11:45,2.564,0.309,1.412,22,100
NY20,2/3/2009 12:45,2/3/2009 14:45,2.79,0.263,1.374,22,100
NY20,2/3/2009 15:45,2/3/2009 17:45,5.377,1.519,1.47,22,100
NY20,2/3/2009 19:30,2/3/2009 22:15,-9,-9,1.638,23,74
NY20,2/3/2009 23:15,2/4/2009 1:15,-9,-9,1.558,22,100
NY20,2/4/2009 2:15,2/4/2009 4:15,3.613,1.33,1.537,22,100
NY20,2/4/2009 5:15,2/4/2009 7:15,2.856,0.909,1.564,22,100
NY20,2/4/2009 8:15,2/4/2009 10:15,4.036,0.95,1.516,22,100
NY20,2/4/2009 11:15,2/4/2009 13:15,4.087,0.789,1.525,22,100
NY20,2/4/2009 14:15,2/4/2009 16:15,3.094,1.276,1.499,22,100
NY20,2/4/2009 17:15,2/4/2009 19:15,3.737,1.469,1.485,22,100
NY20,2/4/2009 20:55,2/4/2009 22:55,3.651,2.245,1.441,22,100
NY20,2/4/2009 23:55,2/5/2009 1:55,5.245,1.213,1.388,22,100
NY20,2/5/2009 2:55,2/5/2009 4:55,4.816,1.388,1.38,22,100
NY20,2/5/2009 5:55,2/5/2009 7:55,3.843,0.864,1.383,22,100
NY20,2/5/2009 8:55,2/5/2009 10:55,3.821,0.878,1.355,22,100
NY20,2/5/2009 11:55,2/5/2009 13:55,4.59,0.673,1.314,22,100
NY20,2/5/2009 14:55,2/5/2009 16:55,4.959,1.486,1.285,22,100
NY20,2/5/2009 17:55,2/5/2009 19:55,6.006,2.961,1.376,22,100
NY20,2/5/2009 21:35,2/5/2009 23:35,4.957,2.542,1.398,22,100
NY20,2/6/2009 0:35,2/6/2009 2:35,4.215,1.912,1.452,22,100
NY20,2/6/2009 3:35,2/6/2009 5:35,0,1.082,1.402,22,100
NY20,2/6/2009 6:35,2/6/2009 8:35,4.485,1.093,1.373,22,100
NY20,2/6/2009 9:35,2/6/2009 11:35,4.663,1.112,1.363,22,100
NY20,2/6/2009 12:35,2/6/2009 14:35,3.277,0.857,1.387,22,100
NY20,2/6/2009 15:35,2/6/2009 17:35,6.956,3.257,1.488,22,100
NY20,2/6/2009 18:35,2/6/2009 20:35,11.585,4.319,1.537,22,100
NY20,2/6/2009 22:15,2/7/2009 0:15,9.133,4.196,1.543,22,100
NY20,2/7/2009 1:15,2/7/2009 3:15,8.914,3.115,1.51,22,100
NY20,2/7/2009 4:15,2/7/2009 6:15,8.735,0.949,1.482,22,100
NY20,2/7/2009 7:15,2/7/2009 9:15,8.943,0.736,1.465,22,100
NY20,2/7/2009 10:15,2/7/2009 12:15,9.361,0.33,1.435,22,100
NY20,2/7/2009 13:15,2/7/2009 15:15,9.984,0.897,1.475,22,100
NY20,2/7/2009 16:15,2/7/2009 18:15,11.803,4.337,1.594,22,100
NY20,2/7/2009 19:15,2/7/2009 21:15,9.242,5.608,1.643,22,100
NY20,2/7/2009 22:55,2/8/2009 0:55,5.189,10.338,1.787,22,100
NY20,2/8/2009 1:55,2/8/2009 3:55,4.117,10.281,1.852,22,100
NY20,2/8/2009 4:55,2/8/2009 6:55,1.627,7.671,1.723,22,100
NY20,2/8/2009 7:55,2/8/2009 9:55,2.219,5.132,1.687,22,100
NY20,2/8/2009 10:55,2/8/2009 12:55,2.663,1.767,1.661,22,100
NY20,2/8/2009 13:55,2/8/2009 15:55,2.127,1.546,1.717,22,100
NY20,2/8/2009 16:55,2/8/2009 18:55,1.796,1.393,1.621,22,100
NY20,2/8/2009 19:55,2/8/2009 21:55,1.042,1.244,1.557,22,100
NY20,2/8/2009 23:35,2/9/2009 1:35,1.35,0.7,1.513,22,100
NY20,2/9/2009 2:35,2/9/2009 4:35,0.969,0.625,1.45,22,100
NY20,2/9/2009 5:35,2/9/2009 7:35,0.825,0.494,1.441,22,100
NY20,2/9/2009 8:35,2/9/2009 10:35,1.029,0.571,1.44,22,100
NY20,2/9/2009 11:35,2/9/2009 13:35,0.806,0.858,1.443,22,100
NY20,2/9/2009 14:35,2/9/2009 16:35,1.252,0.673,1.482,22,100
NY20,2/9/2009 17:35,2/9/2009 19:35,1.021,1.776,1.476,22,100
NY20,2/9/2009 20:35,2/9/2009 22:35,1.099,2.13,1.448,22,100
NY20,2/10/2009 0:15,2/10/2009 2:15,1.275,0.898,1.452,22,100
NY20,2/10/2009 3:15,2/10/2009 5:15,1.107,0.74,1.436,22,100
NY20,2/10/2009 6:15,2/10/2009 8:15,2.652,0.504,1.429,22,100
NY20,2/10/2009 9:15,2/10/2009 11:15,5.048,0.719,1.421,22,100
NY20,2/10/2009 12:15,2/10/2009 15:30,-9,-9,1.418,33,89
NY20,2/10/2009 16:30,2/10/2009 18:30,-9,-9,1.494,22,100
NY20,2/10/2009 19:30,2/10/2009 21:30,5.569,2.303,1.541,22,100
NY20,2/10/2009 22:30,2/11/2009 0:30,5.773,3.968,1.595,22,100
NY20,2/11/2009 1:30,2/11/2009 3:30,5.928,5.102,1.635,22,100
NY20,2/11/2009 4:30,2/11/2009 6:30,5.559,5.482,1.649,22,100
NY20,2/11/2009 7:30,2/11/2009 9:30,5.373,2.874,1.636,22,100
NY20,2/11/2009 10:30,2/11/2009 12:30,3.8,2.698,1.632,22,100
NY20,2/11/2009 14:10,2/11/2009 16:10,2.106,2.358,1.706,22,100
NY20,2/11/2009 17:10,2/11/2009 19:10,1.909,2.983,1.673,22,100
NY20,2/11/2009 20:05,2/11/2009 22:05,0.782,3.266,1.731,22,100
NY20,2/11/2009 23:05,2/12/2009 1:05,1.502,1.447,1.738,22,100
NY20,2/12/2009 2:05,2/12/2009 4:05,1.114,0.788,1.73,22,100
NY20,2/12/2009 5:05,2/12/2009 7:05,0.639,0.633,1.705,22,100
NY20,2/12/2009 8:05,2/12/2009 10:05,1.475,0.956,1.805,22,100
NY20,2/12/2009 11:05,2/12/2009 13:05,0.863,0.42,1.531,22,100
NY20,2/12/2009 14:05,2/12/2009 16:05,0,0.349,1.568,22,100
NY20,2/12/2009 17:05,2/12/2009 19:05,0,0.364,1.601,22,100
NY20,2/12/2009 20:45,2/12/2009 22:45,0,0,1.592,22,100
NY20,2/12/2009 23:45,2/13/2009 1:45,0,0.148,1.554,22,100
NY20,2/13/2009 2:45,2/13/2009 4:45,0,0.316,1.482,22,100
NY20,2/13/2009 5:45,2/13/2009 7:45,0.502,0.388,1.431,22,100
NY20,2/13/2009 8:45,2/13/2009 10:45,0.874,0.445,1.447,22,100
NY20,2/13/2009 11:45,2/13/2009 13:45,1.449,0.557,1.426,22,100
NY20,2/13/2009 14:45,2/13/2009 16:45,1.67,0.648,1.429,22,100
NY20,2/13/2009 17:45,2/13/2009 19:45,1.888,1.158,1.445,22,100
NY20,2/13/2009 21:25,2/13/2009 23:25,2.406,0.914,1.401,22,100
NY20,2/14/2009 0:25,2/14/2009 2:25,2.89,0.603,1.366,22,100
NY20,2/14/2009 3:25,2/14/2009 5:25,3.06,0.283,1.362,22,100
NY20,2/14/2009 6:25,2/14/2009 8:25,2.71,0,1.39,22,100
