SITEID,STARTDATE,ENDDATE,PBM,GOM,GEM,Valid_gem,gemValPct
VT99,11/18/2009 22:05,11/19/2009 0:05,8.105,3.068,1.496,22,100
VT99,11/19/2009 1:05,11/19/2009 3:05,14.017,3.24,1.211,22,100
VT99,11/19/2009 4:05,11/19/2009 6:05,23.115,5.695,1.206,22,100
VT99,11/19/2009 7:05,11/19/2009 9:05,19.108,6.408,1.273,22,100
VT99,11/19/2009 10:05,11/19/2009 12:05,19.861,6.898,1.311,22,100
VT99,11/19/2009 13:00,11/19/2009 16:05,6.744,3.402,1.603,23,65
VT99,11/19/2009 17:05,11/19/2009 19:05,7.306,3.885,1.672,22,100
VT99,11/19/2009 20:05,11/19/2009 22:05,6.984,5.989,1.756,22,100
VT99,11/19/2009 23:05,11/20/2009 1:05,7.639,4.937,1.509,22,100
VT99,11/20/2009 2:05,11/20/2009 4:05,4.663,2.152,2.072,22,100
VT99,11/20/2009 5:05,11/20/2009 7:05,3.489,1.942,2.114,22,100
VT99,11/20/2009 8:05,11/20/2009 10:05,2.476,1.863,1.99,22,100
VT99,11/20/2009 11:05,11/20/2009 13:05,4.489,7.242,1.903,22,100
VT99,11/20/2009 14:00,11/20/2009 17:05,2.51,4.1,1.888,23,65
VT99,11/20/2009 18:05,11/20/2009 20:05,3.686,1.599,1.749,22,100
VT99,11/20/2009 21:05,11/20/2009 23:05,2.346,1.77,1.66,22,100
VT99,11/21/2009 0:05,11/21/2009 2:05,3.386,2.369,1.72,22,100
VT99,11/21/2009 3:05,11/21/2009 5:05,2.785,1.691,1.818,22,100
VT99,11/21/2009 6:05,11/21/2009 8:05,2.887,1.222,1.69,22,100
VT99,11/21/2009 9:05,11/21/2009 11:05,2.893,1.804,1.633,22,100
VT99,11/21/2009 12:05,11/21/2009 14:05,3.369,1.114,1.558,22,100
VT99,11/21/2009 15:00,11/21/2009 18:05,3.358,1.735,1.52,23,65
VT99,11/21/2009 19:05,11/21/2009 21:05,4.822,2.289,1.498,22,100
VT99,11/21/2009 22:05,11/22/2009 0:05,4.683,2.165,1.464,22,100
VT99,11/22/2009 1:05,11/22/2009 3:05,4.936,1.835,1.453,22,100
VT99,11/22/2009 4:05,11/22/2009 6:05,4.515,1.861,1.418,22,100
VT99,11/22/2009 7:05,11/22/2009 9:05,4.188,1.936,1.41,22,100
VT99,11/22/2009 10:05,11/22/2009 12:05,4.944,2.141,1.401,22,100
VT99,11/22/2009 13:05,11/22/2009 15:05,6.592,2.617,1.396,22,100
VT99,11/22/2009 16:00,11/22/2009 19:05,5.598,1.804,1.388,23,65
VT99,11/22/2009 20:05,11/22/2009 22:05,6.165,2.299,1.352,22,100
VT99,11/22/2009 23:05,11/23/2009 1:05,5.777,2.36,1.36,22,100
VT99,11/23/2009 2:05,11/23/2009 4:05,5.471,2.263,1.379,22,100
VT99,11/23/2009 5:05,11/23/2009 7:05,6.37,1.326,1.35,22,100
VT99,11/23/2009 8:05,11/23/2009 10:05,6.428,2.617,1.314,22,100
VT99,11/23/2009 11:05,11/23/2009 13:05,6.843,2.142,1.305,22,100
VT99,11/23/2009 14:05,11/23/2009 16:05,6.007,1.658,1.302,22,100
VT99,11/23/2009 17:00,11/23/2009 20:05,4.598,1.63,1.333,23,65
VT99,11/23/2009 21:05,11/23/2009 23:05,4.779,1.66,1.391,22,100
VT99,11/24/2009 0:05,11/24/2009 2:05,4.33,1.566,1.363,22,100
VT99,11/24/2009 3:05,11/24/2009 5:05,4.676,1.922,1.403,22,100
VT99,11/24/2009 6:05,11/24/2009 8:05,3.145,1.457,1.359,22,100
VT99,11/24/2009 9:05,11/24/2009 11:05,4.243,2.395,1.335,22,100
VT99,11/24/2009 12:05,11/24/2009 14:05,2.62,2.115,1.304,22,100
VT99,11/24/2009 15:05,11/24/2009 17:05,2.962,1.315,1.358,22,100
VT99,11/24/2009 18:05,11/24/2009 21:05,1.435,-9,1.36,22,66
VT99,11/24/2009 22:05,11/25/2009 0:05,3.756,2.137,1.33,22,100
VT99,11/25/2009 1:05,11/25/2009 3:05,4.363,2.157,1.372,22,100
VT99,11/25/2009 4:05,11/25/2009 6:05,3.859,2.068,1.396,22,100
VT99,11/25/2009 7:05,11/25/2009 9:05,4.987,2.443,1.392,22,100
VT99,11/25/2009 10:05,11/25/2009 12:05,5.474,1.614,1.381,22,100
VT99,11/25/2009 13:05,11/25/2009 15:05,6.787,2.312,1.396,22,100
VT99,11/25/2009 16:10,11/25/2009 18:10,5.894,1.577,1.43,22,100
VT99,11/25/2009 19:05,11/25/2009 22:05,3.26,1.361,1.373,24,70
VT99,11/25/2009 23:05,11/26/2009 1:05,3.982,1.45,1.357,22,100
VT99,11/26/2009 2:05,11/26/2009 4:05,2.504,1.678,1.325,22,100
VT99,11/26/2009 5:05,11/26/2009 7:05,2.504,2.228,1.416,22,100
VT99,11/26/2009 8:05,11/26/2009 10:05,2.578,2.181,1.458,22,100
VT99,11/26/2009 11:05,11/26/2009 13:05,2.58,1.821,1.456,22,100
VT99,11/26/2009 14:05,11/26/2009 16:05,3.876,1.37,1.458,22,100
VT99,11/26/2009 17:05,11/26/2009 20:05,-9,-9,1.523,22,64
VT99,11/26/2009 21:00,11/27/2009 0:05,-9,-9,-9,0,0
VT99,11/27/2009 1:05,11/27/2009 3:05,-9,-9,-9,0,0
VT99,11/27/2009 4:05,11/27/2009 6:05,-9,-9,-9,0,0
VT99,11/27/2009 7:05,11/27/2009 9:05,-9,-9,-9,0,0
VT99,11/27/2009 10:05,11/27/2009 12:05,-9,-9,-9,0,0
VT99,11/27/2009 13:05,11/27/2009 15:05,-9,-9,-9,0,0
VT99,11/27/2009 16:05,11/27/2009 19:05,3.693,2.537,1.494,24,70
VT99,11/27/2009 20:05,11/27/2009 22:05,2.618,1.538,1.658,22,100
VT99,11/27/2009 23:00,11/28/2009 2:05,1.76,1.388,1.504,23,65
VT99,11/28/2009 3:05,11/28/2009 5:05,2.005,1.42,1.514,22,100
VT99,11/28/2009 6:05,11/28/2009 8:05,2.535,1.807,1.474,22,100
VT99,11/28/2009 16:05,11/28/2009 18:05,4.509,1.111,1.326,24,100
VT99,11/28/2009 19:05,11/28/2009 21:05,5.718,1.733,1.32,22,100
VT99,11/28/2009 22:05,11/29/2009 0:05,5.125,2.025,1.307,22,100
VT99,11/29/2009 1:05,11/29/2009 3:05,5.146,1.472,1.304,22,100
VT99,11/29/2009 4:05,11/29/2009 6:05,5.274,1.811,1.338,22,100
VT99,11/29/2009 7:05,11/29/2009 9:05,5.055,1.47,1.315,22,100
VT99,11/29/2009 10:05,11/29/2009 12:05,5.112,2.038,1.32,22,100
VT99,11/29/2009 13:00,11/29/2009 16:05,3.947,0.978,1.329,23,65
VT99,11/29/2009 17:05,11/29/2009 19:05,7.685,1.896,1.379,22,100
VT99,11/29/2009 20:05,11/29/2009 22:05,7.252,2.747,1.376,22,100
VT99,11/29/2009 23:05,11/30/2009 1:05,8.197,2.831,1.41,22,100
VT99,11/30/2009 2:05,11/30/2009 4:05,13.906,3.573,1.482,22,100
VT99,11/30/2009 5:05,11/30/2009 7:05,11.456,4.063,1.564,22,100
VT99,11/30/2009 8:05,11/30/2009 10:05,8.842,3.808,1.469,22,100
VT99,11/30/2009 11:05,11/30/2009 13:05,5.197,1.759,1.459,22,100
VT99,11/30/2009 14:00,11/30/2009 17:05,1.629,1.355,1.413,23,65
VT99,11/30/2009 18:05,11/30/2009 20:05,2.552,1.39,1.398,22,100
VT99,11/30/2009 21:05,11/30/2009 23:05,2.689,0.893,1.261,22,100
VT99,12/1/2009 0:05,12/1/2009 2:05,6.389,1.465,1.324,22,100
VT99,12/1/2009 3:05,12/1/2009 5:05,7.385,2.007,1.355,22,100
VT99,12/1/2009 6:05,12/1/2009 8:05,7.728,1.799,1.343,22,100
VT99,12/1/2009 9:05,12/1/2009 11:05,7.77,1.448,1.354,22,100
VT99,12/1/2009 12:05,12/1/2009 14:05,7.966,1.964,1.326,22,100
VT99,12/1/2009 15:00,12/1/2009 19:05,-9,-9,1.396,27,57
VT99,12/1/2009 20:10,12/1/2009 22:10,6.626,2.585,1.374,22,100
VT99,12/1/2009 23:10,12/2/2009 1:10,5.343,2.858,1.389,22,100
VT99,12/2/2009 2:10,12/2/2009 4:10,5.858,2.086,1.428,22,100
VT99,12/2/2009 5:10,12/2/2009 7:10,5.945,2.896,1.442,22,100
VT99,12/2/2009 8:10,12/2/2009 10:10,7.457,2.491,1.422,22,100
VT99,12/2/2009 11:10,12/2/2009 13:10,6.389,2.319,1.427,22,100
VT99,12/2/2009 14:10,12/2/2009 16:10,7.75,1.519,1.47,22,100
VT99,12/2/2009 17:05,12/2/2009 20:05,13.416,2.58,1.52,24,70
VT99,12/2/2009 21:05,12/2/2009 23:05,9.113,7.01,1.46,22,100
VT99,12/3/2009 0:05,12/3/2009 2:05,8.107,5.905,1.425,22,100
VT99,12/3/2009 3:05,12/3/2009 5:05,5.336,4.788,1.443,22,100
VT99,12/3/2009 6:05,12/3/2009 8:05,3.137,1.037,1.459,22,100
VT99,12/3/2009 9:05,12/3/2009 11:05,1.803,1.117,1.43,22,100
VT99,12/3/2009 12:05,12/3/2009 14:05,2.445,2.077,1.445,22,100
VT99,12/3/2009 15:05,12/3/2009 17:05,2.084,1.992,1.487,22,100
VT99,12/3/2009 18:00,12/3/2009 21:05,1.82,1.133,1.533,23,65
VT99,12/3/2009 22:05,12/4/2009 0:05,1.966,1.277,1.497,22,100
VT99,12/4/2009 1:05,12/4/2009 3:05,2.182,0.825,1.466,22,100
VT99,12/4/2009 4:05,12/4/2009 6:05,3.157,1.433,1.469,22,100
VT99,12/4/2009 7:05,12/4/2009 9:05,4.031,1.353,1.49,22,100
VT99,12/4/2009 10:05,12/4/2009 12:05,5.288,3.148,1.422,22,100
VT99,12/4/2009 13:05,12/4/2009 15:05,5.93,1.514,1.401,22,100
VT99,12/4/2009 16:05,12/4/2009 18:05,7.371,2.176,1.459,22,100
VT99,12/4/2009 19:00,12/4/2009 22:05,5.464,2.411,1.421,23,65
VT99,12/4/2009 23:05,12/5/2009 1:05,5.744,3.645,1.399,22,100
VT99,12/5/2009 2:05,12/5/2009 4:05,5.499,1.998,1.45,22,100
VT99,12/5/2009 5:05,12/5/2009 7:05,6.894,2.306,1.454,22,100
VT99,12/5/2009 8:05,12/5/2009 10:05,7.944,2.318,1.478,22,100
VT99,12/5/2009 11:05,12/5/2009 13:05,7.111,2.133,1.417,22,100
VT99,12/5/2009 14:05,12/5/2009 16:05,6.778,2.056,1.425,22,100
VT99,12/5/2009 17:05,12/5/2009 19:05,7.195,1.809,1.415,22,100
VT99,12/5/2009 20:00,12/5/2009 23:05,6.133,1.777,1.427,23,65
VT99,12/6/2009 0:05,12/6/2009 2:05,6.579,2.009,1.419,22,100
VT99,12/6/2009 3:05,12/6/2009 5:05,8.769,2.235,1.507,22,100
VT99,12/6/2009 6:05,12/6/2009 8:05,16.377,2.258,1.516,22,100
VT99,12/6/2009 9:05,12/6/2009 11:05,82.17,4.229,1.677,22,100
VT99,12/6/2009 12:05,12/6/2009 14:05,10.455,1.682,1.433,22,100
VT99,12/6/2009 15:05,12/6/2009 17:05,10.53,1.476,1.404,22,100
VT99,12/6/2009 18:05,12/6/2009 20:05,11.707,2.33,1.378,22,100
VT99,12/6/2009 21:00,12/7/2009 0:05,10.483,2.527,1.359,23,65
VT99,12/7/2009 1:05,12/7/2009 3:05,9.49,2.258,1.364,22,100
VT99,12/7/2009 4:05,12/7/2009 6:05,10.116,2.482,1.369,22,100
VT99,12/7/2009 7:05,12/7/2009 9:05,9.412,2.823,1.385,22,100
VT99,12/7/2009 10:05,12/7/2009 12:05,9.719,2.792,1.41,22,100
VT99,12/7/2009 13:05,12/7/2009 15:05,9.435,2.289,1.41,22,100
VT99,12/7/2009 17:05,12/7/2009 19:05,9.655,1.645,1.432,22,100
VT99,12/7/2009 20:05,12/7/2009 22:05,9.572,1.866,1.453,22,100
VT99,12/7/2009 23:00,12/8/2009 2:05,9.246,2.393,1.386,23,65
VT99,12/8/2009 3:05,12/8/2009 5:05,8.825,2.274,1.376,22,100
VT99,12/8/2009 6:05,12/8/2009 8:05,8.317,1.84,1.402,22,100
VT99,12/8/2009 9:05,12/8/2009 11:05,7.94,1.696,1.428,22,100
VT99,12/8/2009 12:05,12/8/2009 14:05,8.825,1.459,1.443,22,100
VT99,12/8/2009 15:05,12/8/2009 17:05,8.867,1.55,1.347,22,100
VT99,12/8/2009 18:05,12/8/2009 20:05,17.407,5.899,1.302,22,100
VT99,12/8/2009 21:05,12/8/2009 23:05,17.867,3.281,1.272,22,100
VT99,12/9/2009 0:00,12/9/2009 3:05,11.24,2.349,1.265,23,65
VT99,12/9/2009 4:05,12/9/2009 6:05,19.318,2.624,1.255,22,100
VT99,12/9/2009 7:05,12/9/2009 9:05,18.898,2.711,1.235,22,100
VT99,12/9/2009 10:05,12/9/2009 12:05,18.519,2.642,1.256,22,100
VT99,12/9/2009 13:05,12/9/2009 15:05,8.772,2.086,1.326,22,100
VT99,12/9/2009 16:05,12/9/2009 18:05,7.71,1.516,1.285,22,100
VT99,12/9/2009 19:05,12/9/2009 21:05,5.488,1.67,1.298,22,100
VT99,12/9/2009 22:05,12/10/2009 0:05,4.396,1.628,1.299,22,100
VT99,12/10/2009 1:00,12/10/2009 4:05,4.509,4.473,1.383,23,65
VT99,12/10/2009 5:05,12/10/2009 7:05,3.415,4.588,1.456,22,100
VT99,12/10/2009 8:05,12/10/2009 10:05,2.584,1.441,1.504,22,100
VT99,12/10/2009 11:05,12/10/2009 13:05,2.953,1.212,1.483,22,100
VT99,12/10/2009 14:05,12/10/2009 16:05,4.184,1.537,1.394,22,100
VT99,12/10/2009 17:05,12/10/2009 19:05,4.351,1.443,1.358,22,100
VT99,12/10/2009 20:05,12/10/2009 22:05,9.038,2.027,1.314,22,100
VT99,12/10/2009 23:05,12/11/2009 1:05,9.581,2.255,1.307,22,100
VT99,12/11/2009 2:00,12/11/2009 5:05,6.509,1.365,1.313,23,65
VT99,12/11/2009 6:05,12/11/2009 8:05,8.918,1.514,1.328,22,100
VT99,12/11/2009 9:05,12/11/2009 11:05,10.584,1.181,1.316,22,100
VT99,12/11/2009 12:05,12/11/2009 14:05,10.129,1.708,1.339,22,100
VT99,12/11/2009 15:05,12/11/2009 17:05,14.52,2.355,1.33,22,100
VT99,12/11/2009 18:05,12/11/2009 20:05,13.609,1.75,1.34,22,100
VT99,12/11/2009 21:05,12/11/2009 23:05,13.558,2.125,1.347,22,100
VT99,12/12/2009 0:05,12/12/2009 2:05,11.289,1.623,1.349,22,100
VT99,12/12/2009 3:00,12/12/2009 6:05,20.6,2.622,1.326,23,65
VT99,12/12/2009 7:05,12/12/2009 9:05,22.422,2.741,1.332,22,100
VT99,12/12/2009 10:05,12/12/2009 12:05,8.743,1.612,1.351,22,100
VT99,12/12/2009 13:05,12/12/2009 15:05,13.179,2.023,1.335,22,100
VT99,12/12/2009 16:05,12/12/2009 18:05,17.684,2.486,1.308,22,100
VT99,12/12/2009 19:05,12/12/2009 21:05,22.879,3.003,1.294,22,100
VT99,12/12/2009 22:05,12/13/2009 0:05,16.235,3.281,1.309,22,100
VT99,12/13/2009 1:05,12/13/2009 3:05,11.402,3.605,1.324,22,100
VT99,12/13/2009 4:00,12/13/2009 7:05,15.535,4.228,1.295,23,65
VT99,12/13/2009 8:05,12/13/2009 10:05,21.909,3.674,1.316,22,100
VT99,12/13/2009 11:05,12/13/2009 13:05,19.52,3.604,1.314,22,100
VT99,12/13/2009 14:05,12/13/2009 16:05,16.855,6.361,1.3,22,100
VT99,12/13/2009 17:05,12/13/2009 19:05,15.26,9.379,1.263,22,100
VT99,12/13/2009 20:05,12/13/2009 22:05,6.659,3.62,1.357,22,100
VT99,12/13/2009 23:05,12/14/2009 1:05,7.114,6.506,1.454,22,100
VT99,12/14/2009 2:05,12/14/2009 4:05,3.541,2.854,1.484,22,100
VT99,12/14/2009 5:00,12/14/2009 8:05,6.332,3.208,1.49,23,65
VT99,12/14/2009 9:05,12/14/2009 11:05,6.45,2.582,1.497,22,100
VT99,12/14/2009 12:05,12/14/2009 14:05,6.481,3.431,1.481,22,100
VT99,12/14/2009 15:05,12/14/2009 17:05,5.891,3.023,1.473,22,100
VT99,12/14/2009 18:05,12/14/2009 20:05,4.923,2.515,1.47,22,100
VT99,12/14/2009 21:05,12/14/2009 23:05,5.176,1.978,1.462,22,100
VT99,12/15/2009 0:05,12/15/2009 2:05,4.995,2.838,1.458,22,100
VT99,12/15/2009 3:10,12/15/2009 5:10,5.074,2.214,1.472,22,100
VT99,12/15/2009 6:05,12/15/2009 9:05,3.832,3.043,1.594,24,70
VT99,12/15/2009 10:05,12/15/2009 12:05,5.238,2.586,1.624,22,100
VT99,12/15/2009 13:05,12/15/2009 15:05,6.121,2.12,1.622,22,100
VT99,12/15/2009 16:05,12/15/2009 18:05,6.12,2.172,1.676,22,100
VT99,12/15/2009 19:05,12/15/2009 21:05,5.406,1.77,1.719,22,100
VT99,12/15/2009 22:05,12/16/2009 0:05,6.095,1.852,1.692,22,100
VT99,12/16/2009 1:05,12/16/2009 3:05,4.838,1.484,1.484,22,100
VT99,12/16/2009 4:05,12/16/2009 6:05,7.654,1.217,1.34,22,100
VT99,12/16/2009 7:00,12/16/2009 10:05,9.854,1.817,1.279,23,65
VT99,12/16/2009 11:05,12/16/2009 13:05,11.951,2.203,1.254,22,100
VT99,12/16/2009 14:05,12/16/2009 16:05,17.753,2.496,1.23,22,100
VT99,12/16/2009 17:05,12/16/2009 19:05,16.009,2.68,1.226,22,100
VT99,12/16/2009 20:05,12/16/2009 22:05,10.67,1.722,1.258,22,100
VT99,12/16/2009 23:05,12/17/2009 1:05,7.402,1.669,1.239,22,100
VT99,12/17/2009 2:05,12/17/2009 4:05,12.013,2.412,1.223,22,100
VT99,12/17/2009 5:05,12/17/2009 7:05,16.324,2.786,1.177,22,100
VT99,12/17/2009 8:00,12/17/2009 11:05,16.263,1.304,1.172,23,65
VT99,12/17/2009 12:05,12/17/2009 14:05,21.1,1.938,1.17,22,100
VT99,12/17/2009 15:05,12/17/2009 17:05,20.854,2.277,1.145,22,100
VT99,12/17/2009 18:05,12/17/2009 20:05,17.708,2.445,1.14,22,100
VT99,12/17/2009 21:05,12/17/2009 23:05,18.439,2.067,1.148,22,100
VT99,12/18/2009 0:05,12/18/2009 2:05,13.936,2.472,1.167,22,100
VT99,12/18/2009 3:10,12/18/2009 5:10,14.558,2.42,1.147,22,100
VT99,12/18/2009 6:10,12/18/2009 8:10,13.193,2.782,1.169,22,100
VT99,12/18/2009 9:05,12/18/2009 12:05,21.705,2.114,1.179,24,70
VT99,12/18/2009 13:05,12/18/2009 15:05,23.672,2.66,1.198,22,100
VT99,12/18/2009 16:05,12/18/2009 18:05,30.55,4.172,1.179,22,100
VT99,12/18/2009 19:05,12/18/2009 21:05,31.864,4.1,1.189,22,100
VT99,12/18/2009 22:05,12/19/2009 0:05,16.952,2.682,1.213,22,100
VT99,12/19/2009 1:05,12/19/2009 3:05,10.248,2.665,1.251,22,100
VT99,12/19/2009 4:05,12/19/2009 6:05,33.102,4.664,1.184,22,100
VT99,12/19/2009 7:05,12/19/2009 9:05,33.983,4.395,1.192,22,100
VT99,12/19/2009 10:00,12/19/2009 13:05,23.353,3.248,1.204,23,65
VT99,12/19/2009 14:05,12/19/2009 16:05,28.402,4.03,1.252,22,100
VT99,12/19/2009 17:05,12/19/2009 19:05,22.33,3.152,1.244,22,100
VT99,12/19/2009 20:05,12/19/2009 22:05,19.68,1.835,1.264,22,100
VT99,12/19/2009 23:05,12/20/2009 1:05,17.564,2.049,1.311,22,100
VT99,12/20/2009 2:05,12/20/2009 4:05,22.204,1.705,1.365,22,100
VT99,12/20/2009 5:05,12/20/2009 7:05,11.815,1.158,1.34,22,100
VT99,12/20/2009 8:05,12/20/2009 10:05,13.191,1.478,1.419,22,100
VT99,12/20/2009 11:00,12/20/2009 14:05,10.407,1.94,1.38,23,65
VT99,12/20/2009 15:05,12/20/2009 17:05,8.455,0.886,1.293,22,100
VT99,12/20/2009 18:05,12/20/2009 20:05,9.125,0.987,1.21,22,100
VT99,12/20/2009 21:05,12/20/2009 23:05,13.12,0.778,1.206,22,100
VT99,12/21/2009 0:05,12/21/2009 2:05,9.761,1.566,1.187,22,100
VT99,12/21/2009 3:05,12/21/2009 5:05,7.7,1.44,1.149,22,100
VT99,12/21/2009 6:05,12/21/2009 8:05,6.742,1.383,1.138,22,100
VT99,12/21/2009 9:05,12/21/2009 11:05,6.382,1.36,1.121,22,100
VT99,12/21/2009 12:00,12/21/2009 15:05,6.399,1.278,1.182,23,65
VT99,12/21/2009 16:05,12/21/2009 18:05,8.246,1.537,1.199,22,100
VT99,12/21/2009 19:05,12/21/2009 21:05,8.624,1.036,1.211,22,100
VT99,12/21/2009 22:05,12/22/2009 0:05,7.306,9.046,1.241,22,100
VT99,12/22/2009 1:05,12/22/2009 3:05,27.471,2.934,1.251,22,100
VT99,12/22/2009 4:05,12/22/2009 6:05,24.654,2.35,1.223,22,100
VT99,12/22/2009 7:05,12/22/2009 9:05,25.271,3.007,1.196,22,100
VT99,12/22/2009 10:05,12/22/2009 12:05,24.19,2.36,1.19,22,100
VT99,12/22/2009 17:05,12/22/2009 20:29,-9,-9,-9,0,0
VT99,12/22/2009 21:29,12/22/2009 23:29,-9,-9,-9,0,0
VT99,12/23/2009 0:29,12/23/2009 2:29,-9,-9,-9,0,0
VT99,12/23/2009 3:29,12/23/2009 5:29,-9,-9,-9,0,0
VT99,12/23/2009 6:29,12/23/2009 8:29,-9,-9,-9,0,0
VT99,12/23/2009 9:29,12/23/2009 11:29,-9,-9,-9,0,0
VT99,12/23/2009 12:29,12/23/2009 14:29,-9,-9,-9,0,0
VT99,12/23/2009 15:29,12/23/2009 17:29,-9,-9,-9,0,0
VT99,12/23/2009 20:05,12/24/2009 0:05,-9,-9,-9,0,0
VT99,12/24/2009 1:05,12/24/2009 3:05,-9,-9,-9,0,0
VT99,12/24/2009 4:05,12/24/2009 7:05,4.014,3.262,1.538,24,70
VT99,12/24/2009 8:05,12/24/2009 10:05,2.505,2.228,1.523,22,100
VT99,12/24/2009 11:05,12/24/2009 13:05,2.948,2.371,1.509,22,100
VT99,12/24/2009 14:05,12/24/2009 17:05,4.029,3.519,1.581,26,76
VT99,12/24/2009 18:05,12/24/2009 20:05,3.644,2.745,1.602,22,100
VT99,12/24/2009 21:05,12/24/2009 23:05,3.096,1.997,1.582,22,100
VT99,12/25/2009 0:00,12/25/2009 3:05,2.955,2.423,1.595,23,65
VT99,12/25/2009 4:05,12/25/2009 6:05,2.319,1.359,1.59,22,100
VT99,12/25/2009 7:05,12/25/2009 9:05,3.327,1.464,1.576,22,100
VT99,12/25/2009 10:05,12/25/2009 12:05,3.121,1.172,1.579,22,100
VT99,12/25/2009 13:05,12/25/2009 15:05,2.521,1.265,1.565,22,100
VT99,12/25/2009 16:05,12/25/2009 18:05,3.617,1.368,1.58,22,100
VT99,12/25/2009 19:05,12/25/2009 21:05,3.152,1.184,1.605,22,100
VT99,12/25/2009 22:05,12/26/2009 0:05,3.746,1.981,1.585,22,100
VT99,12/26/2009 1:00,12/26/2009 4:05,3.666,1.419,1.613,23,65
VT99,12/26/2009 5:05,12/26/2009 7:05,3.784,2.645,1.604,22,100
VT99,12/26/2009 8:05,12/26/2009 10:05,3.239,3.374,1.602,22,100
VT99,12/26/2009 11:05,12/26/2009 13:05,3.074,1.699,1.592,22,100
VT99,12/26/2009 14:05,12/26/2009 16:05,2.84,1.486,1.567,22,100
VT99,12/26/2009 17:05,12/26/2009 19:05,2.93,1.877,1.511,22,100
VT99,12/26/2009 20:05,12/26/2009 22:05,3.657,1.39,1.491,22,100
VT99,12/26/2009 23:05,12/27/2009 1:05,3.43,1.693,1.495,22,100
VT99,12/27/2009 2:00,12/27/2009 5:05,1.894,1.363,1.544,23,65
VT99,12/27/2009 6:05,12/27/2009 8:05,2.147,1.827,1.564,22,100
VT99,12/27/2009 9:05,12/27/2009 11:05,1.655,1.539,1.613,22,100
VT99,12/27/2009 12:05,12/27/2009 14:05,1.736,1.744,1.646,22,100
VT99,12/27/2009 15:05,12/27/2009 17:05,1.474,1.987,1.684,22,100
VT99,12/27/2009 18:05,12/27/2009 20:05,1.344,1.739,1.63,22,100
VT99,12/27/2009 21:05,12/27/2009 23:05,3.193,2.458,1.636,22,100
VT99,12/28/2009 0:05,12/28/2009 2:05,4.414,2.723,1.577,22,100
VT99,12/28/2009 3:00,12/28/2009 6:05,5.217,2.201,1.633,23,65
VT99,12/28/2009 7:05,12/28/2009 9:05,4.187,1.652,1.599,22,100
VT99,12/28/2009 10:05,12/28/2009 12:05,6.412,1.974,1.601,22,100
VT99,12/28/2009 13:05,12/28/2009 15:05,4.923,2.922,1.591,22,100
VT99,12/28/2009 16:05,12/28/2009 18:05,3.164,0.232,1.618,22,100
VT99,12/28/2009 19:05,12/28/2009 22:05,-9,-9,1.662,26,76
VT99,12/28/2009 23:05,12/29/2009 1:05,4.769,2.636,1.582,22,100
VT99,12/29/2009 2:05,12/29/2009 4:05,4.595,1.016,1.577,22,100
VT99,12/29/2009 5:00,12/29/2009 8:05,4.305,1.819,1.589,23,65
VT99,12/29/2009 9:05,12/29/2009 11:05,3.458,0.915,1.491,22,100
VT99,12/29/2009 12:05,12/29/2009 14:05,12.611,1.728,1.385,22,100
VT99,12/29/2009 15:05,12/29/2009 17:05,10.878,1.238,1.407,22,100
VT99,12/29/2009 18:05,12/29/2009 20:05,21.457,2.036,1.439,22,100
VT99,12/29/2009 21:10,12/29/2009 23:10,19.626,2.09,1.385,22,100
VT99,12/30/2009 0:10,12/30/2009 2:10,26.691,3.157,1.413,22,100
VT99,12/30/2009 3:10,12/30/2009 5:10,35.485,3.723,1.422,22,100
VT99,12/30/2009 6:05,12/30/2009 9:05,29.761,2.851,1.417,24,70
VT99,12/30/2009 10:05,12/30/2009 12:05,29.106,3.483,1.426,22,100
VT99,12/30/2009 13:05,12/30/2009 15:05,10.053,2.555,1.474,22,100
VT99,12/30/2009 16:05,12/30/2009 18:05,17.597,4.821,1.508,22,100
VT99,12/30/2009 20:05,12/30/2009 22:05,-9,-9,1.696,22,100
VT99,12/30/2009 23:05,12/31/2009 1:05,4.92,0.805,1.558,12,57
VT99,12/31/2009 2:05,12/31/2009 4:05,12.536,2.182,1.649,22,100
VT99,12/31/2009 5:05,12/31/2009 7:05,14.392,3.17,1.684,22,100
VT99,12/31/2009 8:00,12/31/2009 11:05,10.477,3.041,1.636,23,65
VT99,12/31/2009 12:05,12/31/2009 14:05,14.297,3.348,1.632,22,100
VT99,12/31/2009 15:05,12/31/2009 17:05,14.522,4.535,1.699,22,100
VT99,12/31/2009 18:05,12/31/2009 20:05,16.008,6.092,1.81,22,100
VT99,12/31/2009 21:05,12/31/2009 23:05,13.643,4.922,1.774,22,100
VT99,1/1/2010 0:05,1/1/2010 2:05,14.309,4.038,1.762,22,100
VT99,1/1/2010 3:05,1/1/2010 5:05,15.343,4.384,1.713,22,100
VT99,1/1/2010 6:05,1/1/2010 8:05,13.796,4.696,1.689,22,100
VT99,1/1/2010 9:00,1/1/2010 12:05,13.586,2.275,1.658,23,65
VT99,1/1/2010 13:05,1/1/2010 15:05,11.799,1.971,1.656,22,100
VT99,1/1/2010 16:05,1/1/2010 18:05,10.59,1.383,1.699,22,100
VT99,1/1/2010 19:05,1/1/2010 21:05,10.686,10.781,1.7,22,100
VT99,1/1/2010 22:05,1/2/2010 0:05,10.843,3.524,1.669,22,100
VT99,1/2/2010 1:05,1/2/2010 3:05,11.939,3.036,1.668,22,100
